datetime,DATE,REEF,SITE,RESEARCH_SITE,SUBSTRATE_000,SUBSTRATE_001,SUBSTRATE_002,SUBSTRATE_003,SUBSTRATE_004,SUBSTRATE_005,SUBSTRATE_006,SUBSTRATE_007,SUBSTRATE_008,SUBSTRATE_009,SUBSTRATE_010,SUBSTRATE_011,SUBSTRATE_012,SUBSTRATE_013,SUBSTRATE_014,SUBSTRATE_015,SUBSTRATE_016,SUBSTRATE_017,SUBSTRATE_018,SUBSTRATE_019,SUBSTRATE_020,SUBSTRATE_021,SUBSTRATE_022,SUBSTRATE_023,SUBSTRATE_024,SUBSTRATE_025,SUBSTRATE_026,SUBSTRATE_027,SUBSTRATE_028,SUBSTRATE_029,SUBSTRATE_030,SUBSTRATE_031,SUBSTRATE_032,SUBSTRATE_033,SUBSTRATE_034,SUBSTRATE_035,SUBSTRATE_036,SUBSTRATE_037,SUBSTRATE_038,SUBSTRATE_039,SUBSTRATE_040,SUBSTRATE_041,SUBSTRATE_042,SUBSTRATE_043,SUBSTRATE_044,SUBSTRATE_045,SUBSTRATE_046,SUBSTRATE_047,SUBSTRATE_048,SUBSTRATE_049,SUBSTRATE_050,SUBSTRATE_051,SUBSTRATE_052,SUBSTRATE_053,SUBSTRATE_054,SUBSTRATE_055,SUBSTRATE_056,SUBSTRATE_057,SUBSTRATE_058,SUBSTRATE_059,SUBSTRATE_060,SUBSTRATE_061,SUBSTRATE_062,SUBSTRATE_063,SUBSTRATE_064,SUBSTRATE_065,SUBSTRATE_066,SUBSTRATE_067,SUBSTRATE_068,SUBSTRATE_069,SUBSTRATE_070,SUBSTRATE_071,SUBSTRATE_072,SUBSTRATE_073,SUBSTRATE_074,SUBSTRATE_075,SUBSTRATE_076,SUBSTRATE_077,SUBSTRATE_078,SUBSTRATE_079,SUBSTRATE_080,SUBSTRATE_081,SUBSTRATE_082,SUBSTRATE_083,SUBSTRATE_084,SUBSTRATE_085,SUBSTRATE_086,SUBSTRATE_087,SUBSTRATE_088,SUBSTRATE_089,SUBSTRATE_090,SUBSTRATE_091,SUBSTRATE_092,SUBSTRATE_093,SUBSTRATE_094,SUBSTRATE_095,SUBSTRATE_096,SUBSTRATE_097,SUBSTRATE_098,SUBSTRATE_099,SUBSTRATE_100,SUBSTRATE_101,SUBSTRATE_102,SUBSTRATE_103,SUBSTRATE_104,SUBSTRATE_105,SUBSTRATE_106,SUBSTRATE_107,SUBSTRATE_108,SUBSTRATE_109,SUBSTRATE_110,SUBSTRATE_111,SUBSTRATE_112,SUBSTRATE_113,SUBSTRATE_114,SUBSTRATE_115,SUBSTRATE_116,SUBSTRATE_117,SUBSTRATE_118,SUBSTRATE_119,SUBSTRATE_120,SUBSTRATE_121,SUBSTRATE_122,SUBSTRATE_123,SUBSTRATE_124,SUBSTRATE_125,SUBSTRATE_126,SUBSTRATE_127,SUBSTRATE_128,SUBSTRATE_129,SUBSTRATE_130,SUBSTRATE_131,SUBSTRATE_132,SUBSTRATE_133,SUBSTRATE_134,SUBSTRATE_135,SUBSTRATE_136,SUBSTRATE_137,SUBSTRATE_138,SUBSTRATE_139,SUBSTRATE_140,SUBSTRATE_141,SUBSTRATE_142,SUBSTRATE_143,SUBSTRATE_144,SUBSTRATE_145,SUBSTRATE_146,SUBSTRATE_147,SUBSTRATE_148,SUBSTRATE_149,SUBSTRATE_150,SUBSTRATE_151,SUBSTRATE_152,SUBSTRATE_153,SUBSTRATE_154,SUBSTRATE_155,SUBSTRATE_156,SUBSTRATE_157,SUBSTRATE_158,SUBSTRATE_159,MACROALGAE_1,MACROALGAE_2,MACROALGAE_3,MACROALGAE_4
29/10/2024 11:55,29/10/2024,Heron Reef,Heron Bommie,1,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,OT,RCCA,RKC,RCTA,RCTA,RCTA,RCTA,SCL,RCTA,RCTA,HCF,HCE,HCE,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,OT,HCBR,RCTA,SCL,HCM,SCL,HCBR,RCTA,HCBR,RCTA,RB,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RB,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RB,SD,HCBR,HCBR,RKCTA,RKCTA,SD,RCCA,RCTA,HCBR,SD,SD,SD,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,SD,HCBR,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,OT,HCBR,HCBR,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,HCE,RCTA,SD,SD,SD,HCBR,HCBR,HCBR,NIA,RCTA,RCTA,RCCA,NIA,RCCA,RCCA,RCCA,HCP,RCTA,RCTA,RCTA,OT,RCTA,HCBR,HCBR,HCBR,OT,RCTA,RKCTA,OT,HCF,RCTA,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,SD,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,SD,HCBR,RCTA,HCP,HCBR,HCBR,OT,0,0,0,0
13/11/2018 15:30,13/11/2018,Heron Reef,Heron Bommie,1,HCBR,HCBR,HCBR,RCCA,HCBR,RCTA,SCL,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCF,RCCA,RCTA,HCP,HC,OT,HCF,RCTA,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SCL,SCL,SCL,SCL,HCBR,RCCA,SCL,SCL,SCL,SCL,HCBR,RCTA,RCTA,OT,HCBR,HCBR,HCBR,RCCA,RCCA,RB,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCBR,RCCA,HCBR,SD,SD,HCF,HCF,HCF,HCBR,HCBR,HCBR,HC,HC,HCBR,HCBR,HCBR,HCBR,HCP,HC,HCE,HC,HCF,HCE,HCE,SD,HCM,HCF,HC,HCE,RCCA,RCCA,HCBR,RCCA,RCTA,RCTA,RCCA,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCTA,RCTA,RCCA,HCBR,HCBR,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,0,0,0,0
30/10/2019 15:00,30/10/2019,Heron Reef,Heron Bommie,1,HCM,RB,HCF,HCE,HCBR,OT,NIA,HCBR,HCBR,HCBR,HCF,RCTA,RCCA,HCBR,HCBR,HCBR,RCCA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCF,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,HCBR,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,HCBR,RB,RB,HCBR,SD,RB,SD,HCBR,HCBR,SD,SD,HCBR,HCBR,HCE,HCBR,HCE,HCE,HCE,HCE,HCBR,HCBR,SD,SD,RKC,SD,SD,HCBR,RCTA,RC,HCBR,RCTA,SD,SD,SD,SD,SD,SD,SD,SD,HCBR,SD,SD,SD,SD,HCBR,HCF,HCF,HCBR,HCBR,RB,HCE,RB,RB,HCBR,RB,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCF,HCBR,RCTA,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,SD,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,OT,OT,HCE,0,1,0,0
4/11/2013 0:00,4/11/2013,Heron Reef,Jetty Flat,1,HCBR,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,RCCA,RCCA,RCCA,RCTA,RCCA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RB,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCCA,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,RCCA,RCTA,RCTA,RCCA,HCBR,HCBR,RCCA,RCTA,RCCA,HCBR,RCCA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCE,RCTA,HCBR,RCTA,RCTA,NIA,RCCA,RCCA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,SCL,SCL,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,NIA,HCBR,HCBR,RCCA,HCE,HCBR,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,SD,RCTA,HCE,HCBR,RCTA,RCTA,RCTA,NIA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCCA,NIA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,HCBR,HCBR,SD,HC,HC,RCTA,HCBR,RCTA,RCTA,0,0,0,0
26/10/2024 15:20,26/10/2024,Heron Reef,Jetty Flat,1,RCTA,RCTA,RCTA,RCTA,RCTA,SCL,SCL,SCL,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCP,RCTA,RCTA,HCP,RCTA,RCTA,RCTA,RB,RCTA,RCTA,RCTA,RCTA,SCZ,SCZ,SCZ,SCZ,SCZ,SCZ,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,SD,RCTA,HCBR,SD,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,SD,SD,RCTA,HCE,HCBR,HCE,SC,HCE,HCE,RCTA,HCE,HCE,HCE,HCE,HCE,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCE,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,0,0,0,0
11/11/2014 0:00,11/11/2014,Heron Reef,Jetty Flat,1,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,HCB,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,SD,SD,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SC,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,SD,HCBR,HCBR,RB,RCTA,HCBR,RCTA,RCTA,HCE,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,HCB,RCTA,HCE,RCTA,RCTA,HCE,HCBR,HCBR,HCBR,RCTA,HCE,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCE,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,HCE,RCTA,HCBR,HCE,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,HCBR,NIA,NIA,HCBR,HCBR,HCBR,HCBR,SCZ,HCBR,RCTA,NIA,RCTA,NIA,RCTA,RCTA,RCTA,NIA,HCBR,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,0,0,0,0
29/11/2022 10:00,29/11/2022,Heron Reef,Jetty Flat,1,RC,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RC,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCCA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCCA,HCBR,HCBR,HCBR,RC,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,RCCA,HCBR,HCBR,RCCA,RCTA,RCCA,HCE,RCTA,RCCA,RCCA,SCL,HCF,RB,RCTA,HCBR,RCTA,RCCA,RCCA,RCCA,RCTA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,HCBR,RCTA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,HCBR,HCBR,RCCA,RCCA,RCTA,HCBR,RCTA,RCCA,HCBR,RCTA,RCTA,RCTA,RCCA,HCBR,RCTA,RCCA,RCTA,HCBR,HCBR,RCTA,RCCA,HCBR,RCCA,HCBR,HCBR,RCTA,HCBR,HCBR,RC,RCCA,RCTA,HCBR,RC,RCTA,RCCA,RCCA,RCCA,RCCA,RCTA,RCCA,RCCA,HCBR,HCBR,RCTA,HCBR,RCCA,RCCA,RCTA,RCTA,HCBR,RCCA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCCA,RCTA,RCTA,RCTA,RCCA,RCCA,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,RCCA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCCA,RCCA,HCBR,RCCA,RCCA,HCBR,HCBR,HCBR,RCTA,RCCA,RCTA,HCBR,0,0,0,0
30/10/2017 0:00,30/10/2017,Heron Reef,Jetty Flat,1,RCTA,SD,RCTA,HCBR,SD,SD,RB,SD,HCBR,SD,SD,SD,SD,SD,SD,RB,SD,RB,HCBR,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RB,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,RB,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,RCCA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RB,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,HCE,HCE,RCTA,0,0,0,0
26/10/2019 8:30,26/10/2019,Heron Reef,Jetty Flat,1,RB,HCBR,RB,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RC,RCTA,RCTA,RCTA,HCBR,RB,HCBR,RCTA,RB,RB,RCTA,RB,RCTA,RB,HCBR,RCTA,RCTA,RCTA,RB,RB,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,RCCA,HCF,RCTA,RCTA,RCTA,RCTA,HCF,RCTA,HCE,HCE,HCBR,RCTA,HCF,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,HC,RCTA,RCTA,RCCA,RCTA,HCBR,RCCA,RCTA,RCTA,RCTA,HCBR,RCCA,RCTA,RC,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCF,RCTA,RCTA,SD,RCTA,RCTA,SD,HCE,HCBR,RCTA,HCBR,RCTA,HC,RCTA,RCTA,HC,HC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,SD,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,0,0,2,0
27/11/2015 0:00,27/11/2015,Heron Reef,Jetty Flat,1,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RB,RCTA,RCTA,RCTA,RCTA,NIA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,HCB,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,SCZ,SCZ,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,HCBR,0,0,0,0
15/11/2018 12:10,15/11/2018,Heron Reef,Jetty Flat,1,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCCA,RCTA,RCCA,RCTA,HCBR,RCCA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,SD,SD,HCBR,SD,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCCA,RCCA,HCBR,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCCA,RCTA,RCCA,RCCA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCCA,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCB,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,NIA,RCTA,SD,HCE,HCE,RCTA,RCTA,HCF,RCTA,HC,RCTA,HCBR,RCTA,HCB,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCCA,RKCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,0,0,0,0
17/11/2020 11:30,17/11/2020,Heron Reef,Jetty Flat,1,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RKCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RKCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RKCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RKCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RKCTA,RCTA,RCTA,RCTA,RCTA,RKCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RKCTA,RCTA,HCE,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,RKCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RKCTA,HCBR,RKCTA,RCTA,HCBR,RC,RCTA,RCTA,HCBR,HCBR,RKCTA,RKCTA,RKCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RKCTA,HCB,HCBR,HCBR,HCBR,RKCTA,HCBR,HCBR,HC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,0,0,0,0
21/9/2016 0:00,21/9/2016,Heron Reef,Jetty Flat,1,HCBR,RCCA,HCBR,HCBR,HCBR,RKCTA,HCBR,RCTA,RCTA,RB,RCTA,RCTA,RCTA,RCTA,RB,RCTA,HCE,RCTA,RCTA,RCCA,HCBR,HCBR,RB,RB,HCBR,HCBR,HCBR,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RKCTA,HCB,RCTA,HCBR,HCB,RCCA,HCBR,RCTA,RCTA,HCBR,HCE,RCTA,RCTA,RCTA,HCE,RCTA,HCBR,RCCA,HCBR,HCBR,RCTA,HCB,HCBR,NIA,RCTA,HCBR,HCBR,HCBR,RCTA,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCCA,RCCA,HCBR,RCCA,RCCA,RC,RCCA,HCB,RCCA,HCE,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCCA,RCCA,HCBR,HCBR,HCBR,HCBR,NIA,RKCTA,RC,HCBR,RCCA,RCCA,HCBR,HCE,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RB,RCTA,RCCA,HCB,RCTA,RCCA,RCCA,HCBR,RCCA,RCCA,RC,RCCA,RCCA,RCCA,RCTA,RCTA,RCCA,RCCA,RCCA,RCCA,RCCA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,OT,OT,RCTA,RCTA,RCTA,RCTA,RCTA,0,0,0,0
5/7/2012 0:00,5/7/2012,Heron Reef,Jetty Flat,1,RKCTA,RKCTA,RKC,HCBR,RKC,HCBR,HCBR,HCBR,HCBR,RC,RKC,HCBR,RKCTA,RKCTA,HCB,RCTA,HCBR,HCBR,HCBR,RCTA,RKCTA,RKCTA,RCTA,RCTA,RCTA,RKCTA,RCTA,RCTA,RCTA,RCTA,HCB,HCBR,HCBR,RKCTA,HCBR,RC,HCBR,HCBR,RCCA,RCTA,RCTA,RCCA,RCCA,HCB,RKCTA,HCBR,HCBR,RKCTA,RKCTA,HCBR,RC,RKCTA,HCE,RKCTA,RCTA,RCTA,RCTA,RB,HCBR,RCTA,HCBR,HCBR,RKCTA,RKCTA,RC,HCBR,HCBR,RKC,RKCTA,HCBR,RKCTA,HCBR,RKCTA,RC,RKCTA,HCBR,RKCTA,HCBR,RB,HCBR,RC,RB,HCB,RKCTA,RKC,RKCTA,HCBR,HCBR,RC,HCBR,HCB,RCTA,RKCTA,RCCA,HCB,HCBR,HCBR,HCBR,HCBR,RC,RKCTA,HCBR,NIA,HCBR,HCE,HCBR,HCBR,RB,RB,HCBR,HCBR,HCE,RB,SD,RC,RCTA,RB,RC,RB,RB,SD,HCE,RKCTA,SD,HCM,RKCTA,RKCTA,HCE,RKCTA,RKCTA,RKCTA,RKC,SD,HCBR,HCBR,HCBR,HCBR,RKCTA,RKCTA,RKCTA,RKCTA,RKCTA,RKCTA,HCBR,RKCTA,SD,RCTA,RCTA,HCBR,RKC,HCM,SD,RCTA,RKCTA,RKC,RKC,RKCTA,HCBR,RCTA,RCTA,0,0,0,0
4/11/2011 0:00,4/11/2011,Heron Reef,Jetty Flat,1,RCTA,HCM,HCM,RCTA,HCBR,RCTA,RCTA,RCTA,HCM,RCTA,HCM,RCTA,RCTA,RCTA,HCM,HCBR,HCBR,SD,HCM,HCM,RCTA,HCM,RCTA,HCM,SD,HCP,SD,SD,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RB,RB,RB,HCP,RCTA,HCM,HCM,RCTA,RCTA,RCTA,RB,RB,SD,HCM,HCM,RCTA,RCTA,RC,SD,SD,RCTA,SD,SD,RB,RB,HCBR,RB,SD,HCBR,SD,SD,SD,SD,SD,RCTA,HC,HCBR,SD,HCBR,HCBR,RB,RB,HCBR,RB,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RB,SD,RCTA,RB,SD,HCM,HCE,RB,SD,SD,SD,RB,HCBR,HCBR,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,HCE,RCTA,RCTA,HC,SD,SD,SD,SD,SD,SD,OT,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RB,SD,RCTA,HCBR,RCTA,SD,HCBR,SD,RCTA,RCTA,RCTA,SI,SD,HCM,RCTA,SD,SD,SD,SD,SD,SD,HCE,HCE,SD,RCTA,HCBR,HCM,SD,HCBR,HCBR,HCBR,RB,HCM,0,0,0,0
